,account_value,date,daily_return,datadate
138,1099077.105250931,2022-07-25,-0.0063437440711456,2022-07-25
139,1075234.5328403478,2022-07-26,-0.0216932663747371,2022-07-26
140,1087278.328250504,2022-07-27,0.0112010868720344,2022-07-27
141,1085086.5941883093,2022-07-28,-0.0020157985358922,2022-07-28
142,1060385.5591541296,2022-07-29,-0.022764114096034,2022-07-29
143,1070218.9852176672,2022-08-01,0.0092734439644592,2022-08-01
144,1064063.4997135168,2022-08-02,-0.005751613070944,2022-08-02
145,1068081.5805240637,2022-08-03,0.0037761663769395,2022-08-03
146,1079366.723361588,2022-08-04,0.0105658060613564,2022-08-04
147,1083891.970592118,2022-08-05,0.0041925020779187,2022-08-05
148,1094317.4818454748,2022-08-08,0.0096185888780608,2022-08-08
149,1098860.3696475988,2022-08-10,0.0041513435337456,2022-08-10
150,1102470.5823322302,2022-08-11,0.0032854153124015,2022-08-11
151,1102003.7241016394,2022-08-12,-0.0004234654766054,2022-08-12
152,1108553.115069962,2022-08-16,0.0059431659123128,2022-08-16
153,1117927.458041764,2022-08-17,0.0084563769154264,2022-08-17
154,1101013.819079972,2022-08-18,-0.0151294601810917,2022-08-18
155,1095024.7230411535,2022-08-19,-0.0054396193172424,2022-08-19
156,1086180.566318131,2022-08-22,-0.0080766730987223,2022-08-22
157,1094689.7293659216,2022-08-23,0.0078340225480504,2022-08-23
158,1094344.7293582922,2022-08-24,-0.0003151578007671,2022-08-24
159,1097733.3171421057,2022-08-25,0.0030964536977307,2022-08-25
160,1094125.6417499548,2022-08-26,-0.0032864770849292,2022-08-26
161,1086065.6953693395,2022-08-29,-0.0073665638323987,2022-08-29
162,1097136.136859513,2022-08-30,0.0101931600798867,2022-08-30
163,1089811.592692948,2022-09-01,-0.0066760577110612,2022-09-01
164,1086199.45556984,2022-09-02,-0.0033144601758018,2022-09-02
165,1090721.7610584265,2022-09-05,0.0041634208757856,2022-09-05
166,1099402.9454608925,2022-09-06,0.007959119101137,2022-09-06
167,1100394.105861283,2022-09-07,0.0009015442467958,2022-09-07
168,1109367.8731952673,2022-09-08,0.0081550485286909,2022-09-08
169,1107080.0311161047,2022-09-09,-0.002062293432541,2022-09-09
170,1110444.3421054846,2022-09-12,0.0030389049525065,2022-09-12
171,1112404.076511002,2022-09-13,0.0017648200195263,2022-09-13
172,1103012.3395496374,2022-09-14,-0.0084427387130955,2022-09-14
173,1093973.8046604162,2022-09-15,-0.0081944095864889,2022-09-15
174,1070762.24072609,2022-09-16,-0.0212176597240656,2022-09-16
175,1075905.7997394567,2022-09-19,0.0048036425059954,2022-09-19
176,1101100.484790421,2022-09-20,0.0234171849032374,2022-09-20
177,1086245.4135318762,2022-09-21,-0.0134911131760807,2022-09-21
178,1091258.569041825,2022-09-22,0.0046151223724375,2022-09-22
179,1078919.1464572912,2022-09-23,-0.0113075149507125,2022-09-23
180,1072379.761500931,2022-09-26,-0.0060610519127706,2022-09-26
181,1083638.405467606,2022-09-27,0.010498747151771,2022-09-27
182,1099108.7393833166,2022-09-28,0.0142762879551456,2022-09-28
183,1114963.7648731235,2022-09-29,0.0144253474853661,2022-09-29
184,1118246.431552506,2022-09-30,0.0029441913565289,2022-09-30
185,1134074.8767353063,2022-10-03,0.0141547021624071,2022-10-03
186,1138731.6961170202,2022-10-04,0.0041062715321933,2022-10-04
187,1133250.052936173,2022-10-06,-0.0048138145267573,2022-10-06
188,1129818.82716713,2022-10-07,-0.0030277746382212,2022-10-07
189,1130307.989276505,2022-10-10,,2022-10-10
190,1099417.4503877263,2022-10-11,-0.0273293112866974,2022-10-11
191,1113260.4820748754,2022-10-12,0.0125912424641496,2022-10-12
192,1100521.808612961,2022-10-13,-0.0114426710253577,2022-10-13
193,1107378.0749703832,2022-10-14,0.006230014074926,2022-10-14
194,1106130.2859078832,2022-10-17,-0.0011267958890492,2022-10-17
195,1130300.718647141,2022-10-18,0.0218513434151379,2022-10-18
196,1145889.2181588598,2022-10-19,0.0137914620901742,2022-10-19
197,1162999.928363938,2022-10-20,0.0149322551725989,2022-10-20
198,1174229.000019211,2022-10-21,0.0096552642707983,2022-10-21
199,1202597.6062203832,2022-10-24,0.0241593472829471,2022-10-24
200,1174871.1126901098,2022-10-25,-0.0230555036754267,2022-10-25
201,1167039.277362961,2022-10-27,-0.0066661229836657,2022-10-27
202,1174575.1181832738,2022-10-28,0.0064572298177834,2022-10-28
203,1186098.916645188,2022-10-31,0.0098110357383851,2022-10-31
204,1199743.078022141,2022-11-01,0.0115033924957497,2022-11-01
205,1190613.9880563207,2022-11-02,-0.0076092041146594,2022-11-02
206,1189603.4248238988,2022-11-03,-0.000848774869571,2022-11-03
